id,title,website,opt_out_url,opt_out_guide_url,opt_out_guide_video_url,email,phone,address,description,country,type,privacy_score,average_removal_days,shows_family_names,optery_support_tier,is_expanded_reach
16872,Deep Sync,https://deepsync.com/,https://privacy.deepsync.com/,https://www.optery.com/deep-sync-how-to-opt-out-of-deep-sync-step-by-step-instructions/,,privacy.compliance@deepsync.com,,,"Deep Sync helps companies find data specific to their marketing and customer profiling needs. Deep Sync has the data of 261 million consumers, 83 million students, 164 million residents, 91 million young adults, 27 million new movers, 27 million businesses and 111 million professionals. Data like new homeowner information, email addresses, business and professional email addresses, names, phone numbers, date of birth, residential address, device IDs, and more.",United States,Marketing,0,15,,Core,False
16842,Delaware Arrests,https://www.dewarrants.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,,,United States,People Search Site,4,7,Yes,Extended,False
21359,DelawareCourtRecords.us,https://delawarecourtrecords.us/,https://delawarecourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,Yes,Extended,False
20731,Deluxe,https://www.deluxe.com/,,,,privacy@deluxe.com,,,,United States,Marketing,0,90,,Core,True
20945,Demandbase,https://www.demandbase.com/,https://www.demandbase.com/privacy-center.html?ketch_preferences_tab=rightsTab,,,privacy@demandbase.com,,,,"Belgium,Bulgaria,Croatia,Cyprus,Denmark,Estonia,Finland,France,Germany,Hungary,Ireland,Italy,Latvia,Malta,Netherlands,Iceland,Canada,Austria,Czech Republic,Greece,Lithuania,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,United Kingdom,Liechtenstein,Norway,United States",B2B Lead Generation,7,45,No,Core,True
21419,DentistsCalifornia.org,http://www.dentistscalifornia.org/,http://www.dentistscalifornia.org/about#contact,,,contact@licensedata.org,,,,United States,People Search Site,4,10,No,Core,False
21158,DexKnows.com,https://www.dexknows.com/,https://privacyportal-cdn.onetrust.com/dsarwebform/dd6500c7-03cb-45b0-8bed-97ece55a892d/cfcefb69-41db-4aee-bd00-c702df72ee0f.html,https://www.optery.com/dexknows-how-to-opt-out-of-dexknows-step-by-step-instructions/,,clientcareemail@thryv.com,,,"DexKnows is a data broker that connects consumers with local businesses, advertising, and services. It allows users to search for business listings by category, keyword, or location, and connect with businesses directly via email, phone, or social media. Businesses can create a free listing on the site, which includes the business name, address, phone number, and category. Listings can also include a brief description of the business, photos, and user-generated reviews. While Dexknows does have a lot of useful information, there are some disadvantages to having your personal information on their website. One disadvantage is that your personal information may be accessed by third-party companies that DexKnows has partnered with. These companies may use your personal information for their own marketing purposes. Additionally, if you ever need to contact Dexknows customer service, you will have to provide them with your personal information. This means that your information could be shared with DexKnows employees, which could lead to identity theft in the case of a breach, hack, or leak. Optery helps you scan and remove your exposed personal information from data broker sites. We cover more than 315 data broker sites, and we offer a free Exposure Scan that shows you where your information is exposed. You can remove your information yourself with the tools provided, or upgrade to our paid subscription and let our opt-out Agents do it for you.",United States,People Search Site,5,0,No,Extended,False
20943,DiabloMedia,https://www.diablomedia.com,https://diablomedia.com/privacy-request/,,,privacy@diablomedia.com,,,,United States,Marketing,7,45,,Core,True
20730,Dice,https://www.dice.com/,https://www.dice.com/about/ccpa#ccpa-form-anchor,,,DPO@dice.com,,,,United States,Marketing,7,45,No,Core,True
20558,Digdev,https://www.digdevdirect.com/,,,,info@Digdev.com,,,,United States,Marketing,0,0,,Core,True
20940,Digital Media Solutions,https://www.digitalmediasolutions.com/,https://dms-privacy.my.onetrust.com/webform/506f8b15-11ff-4f18-95fa-48ff903e623f/4268d0f0-bd98-4afb-b33a-a7a922ae182a,,,autodelete@dmsgroup.com,,,,United States,Marketing,7,45,No,Core,True
20939,Digital Viking Media,https://www.digitalvikingmedia.com/,,,,info@digitalvikingmedia.com,,,,United States,Marketing,6,45,,Core,True
20728,Disco Network,https://www.disconetwork.com/,,,,support@disconetwork.com,,,,United States,Marketing,0,0,,Core,True
20729,Distribution Processing Center,https://dpcoptout.com/,,,,customerservice@distpc.com,,,,United States,Marketing,0,0,,Core,True
20724,DrivenIQ,https://www.driveniq.com/,,,,support@drivenIQ.com,,,,United States,Marketing,0,0,,Core,True
20721,Dynata,https://www.dynata.com/,,,,privacy@dynata.com,,,,United States,Marketing,0,0,,Core,True
20723,EAB,https://eab.com/,,,,privacy@eab.com,,,,United States,Marketing,0,0,,Core,True
20720,EXLService.com,https://www.exlservice.com/,,,,Privacy@exlservice.com,,,,ALL,Marketing,0,0,,Core,True
21227,EasyBackgroundChecks,https://easybackgroundchecks.com/,https://www.intelius.com/suppression-center/,,,priorityoptout@intelius.com,,,,United States,People Search Site,7,5,Yes,Ultimate,False
20683,Email Industries,https://www.emailindustries.com/,,,,privacy@emailindustries.com,,,,United States,Marketing,0,0,,Core,True
22213,EmailTracer,http://emailtracer.com/,https://emailtracer.com/optout,,,privacy@emailtracer.com,,,,United States,People Search Site,6,30,No,Extended,False
20934,Emailmovers,https://emailmovers.com/,,,,compliance@emailmovers.com,,,,United States,Marketing,0,0,,Core,True
20931,Enigma,https://www.enigma.com/,,,,privacy@enigma.com,,,,United States,Marketing,0,0,,Core,True
18630,Epsilon,https://www.epsilon.com/us,https://legal.epsilon.com/dsr/,https://www.optery.com/epsilon-how-to-opt-out-of-epsilon-step-by-step-instructions/,,privacy@epsilon.com,,,"Epsilon is a data broker, which means that it collects and sells information about consumers. Epsilon’s website states that it has information on more than 200 million consumers in the United States and Canada. This information includes ”identifiable information” (i. e., name, address, phone number, email address, etc.) as well as ”identified information” (i. e., web page visits, purchase history, etc.). Epsilon also has a database of security questions that are often used to verify a person’s identity when resetting passwords or accessing account information. Read on for our step-by-step instructions on How to Opt Out of Epsilon.",United States,Marketing,8,45,,Core,False
20929,Evorra,https://evorra.com/,https://evorra.com/opt-out/,,,privacy@evorra.com,,,,"Belgium,Bulgaria,Croatia,Cyprus,Denmark,Estonia,Finland,France,Germany,Hungary,Ireland,Italy,Latvia,Luxembourg,Malta,Netherlands,Iceland,Austria,Czech Republic,Greece,Lithuania,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,United Kingdom,Liechtenstein,Norway,United States",Marketing,7,47,,Core,True
20722,Exact Customer,http://exactcustomer.com/,,,,privacy@exactcustomer.com,,,,United States,Marketing,0,0,,Core,True
20968,Exact Data,https://www.exactdata.com/,,,,privacyteam@data-axle.com,,,,United States,B2B Lead Generation,0,0,,Core,True
20799,FHA Mortgage Finder,https://www.fhamortgagefinder.com,,,,unusubscribcfmf@seememail.net,,,,United States,Marketing,0,0,,Core,True
21373,FMAData,https://www.fmadata.com/,,https://www.optery.com/fmadata-how-to-opt-out-of-fmadata-step-by-step-instructions/,,privacy@fmadata.com,,,"FMAdata is a data broker that stores real estate information such as property listings, pre-mover lead lists, and seller data. It is used by businesses to find leads and boost sales.",United States,Marketing,0,0,,Core,False
20926,Factori,https://www.factori.ai/,,,,privacy@factori.ai,,,,United States,Marketing,0,0,,Core,True
21165,FamilyTreeNow,https://www.familytreenow.com/,https://www.familytreenow.com/optout,https://www.optery.com/familytreenow-how-to-opt-out-and-remove-yourself-from-familytreenow-step-by-step-instructions/,https://www.youtube.com/watch?v=mjRcq4v-G-s,support@familytreenow.com,,,"FamilyTreeNow.com is a genealogy and family tree website. The site has access to billions of historical and current public records. Records include census and population information during specific periods of time, some dating back to the 1700’s. Birth and death, military, and marriage and divorce records can be searched for and accessed for free on the FamilyTreeNow website. The public records can include personal identifying information like full names, addresses, and phone numbers in addition to genealogical information.",United States,People Search Site,5,15,Yes,Ultimate,False
17291,FastBackgroundCheck,http://fastbackgroundcheck.com/,https://www.fastbackgroundcheck.com/optout,https://www.optery.com/how-to-opt-out-of-fastbackgroundcheck-step-by-step-instructions/,https://www.youtube.com/watch?v=svfIl6NJw08,support@fastbackgroundcheck.com,,,"FastBackgroundCheck is a people search site that allows users to search for anyone's information and receive a detailed report that includes current and past addresses, age, names of relatives, phone numbers, and email addresses. The website allows searches by name, phone number, or home address.",United States,People Search Site,4,10,Yes,Ultimate,False
21243,FastPeopleSearch,https://www.fastpeoplesearch.com/,https://www.fastpeoplesearch.com/removal,,,,,,"In this post, we’ll cover what FastPeopleSearch is and Step-by-Step instructions on How to Opt Out of FastPeopleSearch.com. FastPeopleSearch is a people search site. You can search by name, reverse phone lookup, or reverse address lookup. Unlike some other data brokers, Fast People Search doesn’t provide much detail about who THEY are. The site is very minimal, a simple page with a search box. But run a quick search (if you dare) and you’ll see FastPeopleSearch knows all about YOU.",United States,People Search Site,6,5,Yes,Ultimate,False
20792,Fetcher,https://www.fetcher.ai/,,,,support@fetcher.ai,,,,ALL,Marketing,0,0,,Core,True
20924,Findem,https://www.findem.ai/,,,,privacy@findem.ai,,,,United States,B2B Lead Generation,0,0,,Core,True
21205,FireArmsCalifornia.org,http://www.firearmscalifornia.org/,http://www.firearmscalifornia.org/about#contact,,,contact@licensedata.org,,,,United States,People Search Site,4,10,,Core,False
20911,FirmFuel,https://firmfuel.com/,,,,privacy@benefitsbunny.com,,,,United States,B2B Lead Generation,7,45,,Core,True
21019,Five by Five,https://5x5coop.com/,https://5x5coop.com/do-not-sell-my-info/,,,privacy@5x5coop.com,,,,United States,Marketing,7,30,,Core,True
20920,FlashIntel,https://www.flashintel.ai/,,,,privacy@myflashcloud.com,,,,United States,B2B Lead Generation,0,0,,Core,True
16819,Florida Arrests,https://www.flarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,,,United States,People Search Site,4,7,Yes,Extended,False
21199,Florida Residents,http://floridaresidentsdirectory.com/,https://www.floridaresidentsdirectory.com/opt-out,https://www.optery.com/florida-residents-how-to-opt-out-of-florida-residents-step-by-step-instructions/,,,,,"Florida Residents is a website that provides a searchable database of historical and voter registration for the state of Florida. This data broker helps you locate individuals from the state of Florida by name, phone number, city, or county. These records include personal data like names, phone numbers, residences, date of birth, race, and voting profile. Although they claim their records are not up-to-date, the data Florida Residents have collected can still be misused by others. Regardless of accuracy, all of this information is shared without the owner’s full consent. This exposes us to the risks of phishing scams and identity theft.",United States,People Search Site,1,300,,Ultimate,False
19487,Florida Voter Directory,https://www.floridavoterdirectory.com/,https://www.floridavoterdirectory.com/opt-out,,,,,,,United States,People Search Site,6,45,No,Extended,False
18595,FloridaParcels.com,https://floridaparcels.com/,https://floridaparcels.com/redaction/,,,info@areaplot.com,,,,United States,People Search Site,7,45,No,Core,False
21380,Focus USA,https://www.focus-usa.com/,https://www.focus-usa.com/optout-form/,,,privacy@focus-usa.com,,,,United States,Marketing,0,0,,Core,False
20953,FordDirect,https://www.forddirect.com/,,,,dprivacy@forddirect.com,,,,United States,Marketing,0,0,,Core,True
20919,FourLeaf,https://www.fourleafdata.com/,,,,privacy@fourleafdata.com,,,,United States,Marketing,0,0,,Core,True
20922,FourSquare,https://foursquare.com/,,,,privacy@foursquare.com,,,,United States,Marketing,0,0,,Core,True
20917,FourthWall,https://www.fourthwall.tv/,,,,privacypolicy@fourthwall.tv,,,,United States,Marketing,0,0,,Core,True
20918,Fraiser,https://www.fraiser.org/,https://www.fraiser.org/data-request-form,,,privacy@fraiser.org,,,,United States,B2B Lead Generation,0,0,,Core,True
21415,Free People Directory,http://freepeopledirectory.com,https://www.freepeopledirectory.com/optout,https://www.optery.com/freepeopledirectory-com-how-to-opt-out-of-freepeopledirectory-com-step-by-step-instructions/,,,,,"FreePeopleDirectory.com is website that allows access to public records from phone indexes, property records, email databases, and consumer indexes belonging to a person anyone can search for anonymously. Simple searches using a name, address or phone number on the FreePeopleDirectory website provides detailed personal information on an individual. If you are concerned about online privacy, Optery can help you scan and remove your exposed private information from websites like FreePeopleDirectory. You can sign up for a free Exposure Scan and tools you can use to remove your information, or you can upgrade to one of our paid subscriptions and let our Opt Out Agents help you with the removals.",United States,People Search Site,4,10,Yes,Core,False
21415,Free People Directory,http://freepeopledirectory.com,https://www.freepeopledirectory.com/optout,https://www.optery.com/freepeopledirectory-com-how-to-opt-out-of-freepeopledirectory-com-step-by-step-instructions/,,,,,"FreePeopleDirectory.com is website that allows access to public records from phone indexes, property records, email databases, and consumer indexes belonging to a person anyone can search for anonymously. Simple searches using a name, address or phone number on the FreePeopleDirectory website provides detailed personal information on an individual. If you are concerned about online privacy, Optery can help you scan and remove your exposed private information from websites like FreePeopleDirectory. You can sign up for a free Exposure Scan and tools you can use to remove your information, or you can upgrade to one of our paid subscriptions and let our Opt Out Agents help you with the removals.",United States,People Search Site,4,10,Yes,Core,False
21407,FreeBackgroundCheck.org,https://freebackgroundcheck.org/,https://new-members.freebackgroundcheck.org/removeMyData/,https://www.optery.com/freebackgroundcheck-org-how-to-opt-out-of-freebackgroundcheck-org-step-by-step-instructions/,,support@freebackgroundcheck.org,,,"FreeBackgroundCheck.org is an online service providing background checks on just about anyone in the United States. Find court cases, personal assets and contact information using the FreeBackgroundCheck site technology that can search through billions of records to find the personal information about millions of individuals. Property addresses, vehicle license plate information, and arrest warrants are among some of the detailed information people and phone number searches retrieve.",United States,People Search Site,6,5,Yes,Extended,False
21112,FreeBackgroundChecks.com,https://freebackgroundchecks.com/,https://freebackgroundchecks.com/optout/,,,privacy@freebackgroundchecks.com,,,,United States,People Search Site,6,3,Yes,Extended,False
21061,FreePeopleSearch,https://freepeoplesearch.com/,https://freepeoplesearch.com/opt-out,,,support@freepeoplesearch.com,,,,United States,People Search Site,6,45,Yes,Extended,False
21446,FreePhoneTracer,https://www.freephonetracer.com/,https://www.beenverified.com/app/optout/search,,,privacy@beenverified.com,,,,United States,People Search Site,7,5,No,Extended,False
20915,FreeWheel,https://www.freewheel.com/,,,,FW_California_Consumers_CCPA_Data_Requests@freewheel.com,,,,United States,Marketing,0,0,,Core,True
20913,Fushia Media,https://www.fushiamedia.com/,,,,Support@fushiamedia.com,,,,United States,Marketing,0,0,,Core,True
21391,GOVWARRANTSEARCH.ORG,https://www.govwarrantsearch.org/,https://infotracer.com/optout/,,,,,,,United States,People Search Site,4,7,Yes,Extended,False
20716,Gale,http://www.gale.com/,,,,privacy@cengage.com,,,,United States,Marketing,0,0,,Core,True
16818,Georgia Arrests,https://www.georgiaarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,,,United States,People Search Site,4,7,Yes,Extended,False
21360,GeorgiaCourtRecords.us,https://georgiacourtrecords.us/,https://georgiacourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,Yes,Extended,False
21360,GeorgiaCourtRecords.us,https://georgiacourtrecords.us/,https://georgiacourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,Yes,Extended,False
20717,Giant Partners,http://giantpartners.com/,,,,compliance@giantpartners.com,,,,United States,Marketing,0,0,,Core,False
21115,Glad I Know,https://gladiknow.com/,https://gladiknow.com/opt-out,https://www.optery.com/gladiknow-how-to-opt-out-of-gladiknow-step-by-step-instructions/,https://www.youtube.com/watch?v=PKkiXuaH0IU,support@gladiknow.com,,,"GladIKnow is a data broker that partners with “information brokers” and other companies to help those companies collect personally identifiable information (PII) about their customers. The information is then sold to marketing firms that want to use it to send targeted advertising. In addition, GladIKnow may use PII to sell this information to other businesses, including companies in the insurance, mortgage and credit industries.",United States,People Search Site,8,30,Yes,Ultimate,False
21437,GovernmentRegistry.org,https://www.governmentregistry.org/,https://www.governmentregistry.org/opt-out,,,privacy@governmentregistry.org,,,,United States,People Search Site,6,5,Yes,Extended,False
20909,Grassroots Analytics,https://www.grassrootsanalytics.com,,,,compliance@grassrootsanalytics.com,,,,United States,Marketing,0,0,,Core,False
20910,GrayHair,https://grayhairsoftware.com/,,,,privacy@grayhairsoftware.com,,,,United States,Marketing,0,0,,Core,True
20768,GroundTruth,https://www.groundtruth.com,,,,requests@groundtruth.com,,,,United States,Marketing,0,0,,Core,True
20691,Growbots,https://www.growbots.com/,,,,privacy@growbots.com,,,,United States,B2B Lead Generation,0,0,,Core,True
20686,H1,https://h1.co/,,,,inquiries@h1insights.com,,,,United States,Marketing,0,0,,Core,True
16844,Hawaii Arrests,https://www.hawaiiarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,,,United States,People Search Site,4,7,Yes,Extended,False
21365,HawaiiCourtRecords.us,https://hawaiicourtrecords.us/,https://hawaiicourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,Yes,Extended,False
20904,HireEZ,https://hireez.com/,,,,privacy@hireez.com,,,,United States,Marketing,0,0,,Core,True
20902,Homeowner Marketing Services,https://homeownersmarketingservices.com/,,,,dnm@homeownersmarketingservices.com,,,,United States,Marketing,0,0,,Core,True
21411,HudwayGlass,https://hudwayglass.com/,https://hudwayglass.com/page/privacy,,,removals-hudwayglass@hudwayglass.com,,,"Homemetry gives users access to information about past and present data like business address, residential address, property owner, and company tenant data throughout the US. The website displays your personal information such as name, age, employment, and phone numbers which can lead cybercrime or identity theft. Digital privacy is crucial. That’s why Optery offers you free continuous scanning and the option to sign up for a paid plan for removal for your exposed private information. We cover more than 200 sites and other websites where you find your data exposed. You can sign up for a free Exposure Scan and tools you can use to remove your information, or you can upgrade to our paid subscription and let our Opt-out Agents help you with the removal.",United States,People Search Site,7,20,Yes,Core,False
20900,ID5,https://id5.io/,,,,privacy@id5.io,,,,United States,Marketing,0,0,,Core,True
22236,IDCrawl,https://www.idcrawl.com/,https://www.idcrawl.com/remove-my-information,,,support@idcrawl.com,,,,United States,People Search Site,7,30,Yes,Ultimate,False
20899,IDM,https://www.idm.us.com/,https://idm.us.com/do-not-sell-my-personal-information/,,,privacy@idm.us.com,,,,United States,Marketing,7,45,,Core,True
21433,IDStrong,https://www.idstrong.com/,https://www.idstrong.com/optout/,https://www.optery.com/idstrong-how-to-opt-out-of-idstrong-step-by-step-instructions/,,privacy@idstrong.com,,,"IDStrong is an identity monitoring service that offers identity, credit and home monitoring services as well as lost wallet recovery, identity recovery and identity theft insurance. If you’re concerned about your personal information being collected and sold without your permission by IDStrong, follow the Step-by-Step instructions on How to Opt Out of IDStrong provided below.",United States,People Search Site,6,5,Yes,Ultimate,False
16831,Idaho Arrests,https://www.idahoarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,,,United States,People Search Site,4,7,Yes,Extended,False
21357,IdahoCourtRecords.us,https://idahocourtrecords.us/,https://idahocourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,3,Yes,Extended,False
16817,Illinois Arrests,https://www.illinoisarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,,,United States,People Search Site,4,7,Yes,Extended,False
21352,IllinoisCourtRecords.us,https://illinoiscourtrecords.us/,https://illinoiscourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,,Extended,False
20680,InMobi,https://www.inmobi.com/,,,,privacy@inmobi.com,,,,United States,Marketing,0,0,,Core,True
16840,Indiana Arrests,https://www.indianaarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,,,United States,People Search Site,4,7,Yes,Extended,False
21353,IndianaCourtRecords.us,https://indianacourtrecords.us/,https://indianacourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,Yes,Extended,False
20897,InfoFree,https://infofree.com/,https://privacycompliance.biz/other-infofree/,,,privacy@infofree.com,,,,United States,B2B Lead Generation,8,45,No,Ultimate,False
22228,InfoPay,https://www.infopay.com/,https://www.infopay.com/contact,,,privacy@infopay.com,,,,United States,Marketing,6,45,No,Extended,False
21436,InfoTracer,http://infotracer.com/,https://infotracer.com/optout/,https://www.optery.com/infotracer-how-to-opt-out-of-infotracer-step-by-step-instructions/,,privacy@infotracer.com,,,"Infotracer is a people search data broker with a powerful search engine that has access to over 5 billion public records. You can find bankruptcy filings, names of relatives, relationship status, photos and videos, traffic violations, current and past addresses, phone numbers, and email addresses of almost anyone. By entering a persons first and last name, and the city and state they live in, Infotracer will provide a detailed record containing that individuals personal information. The downside of personal data being accessible online is you become vulnerable to cybercrime or identity theft. Optery offers scan and removal services for your exposed private information. We cover more than 200 data broker sites and other websites where you find your data exposed. You can sign up for a free Exposure Scan and tools you can use to remove your information, or you can upgrade to our paid subscription and let our Opt-out Agents help you with the removal. Bonus tip : Optery recently launched Optery for Business. For business owners who want to cover the removal of their employees’ personal information from the internet. Optery for Business uses advanced technology to locate information that benefits both business owners – to reduce the risk of online phishing and hacking of sensitive information, and employees – for personal safety from identity theft that might be used to put the business at risk. Sign up now! If you are concerned about your personal information being exposed on Infotracer, follow step-by-step instructions on How to Opt Out of Infotracer below.",United States,People Search Site,6,5,Yes,Ultimate,False
21394,Information.com,https://information.com/,https://information.com/opt-out,,,support@information.com,,,,United States,People Search Site,7,45,Yes,Extended,False
21177,Inforver,https://inforver.com/,https://inforver.com/control/privacy,https://www.optery.com/inforver-how-to-opt-out-of-inforver-step-by-step-instructions/,,customerservices@inforver.com,,,"Inforver provides information on almost 80% of adults living in the United States. Inforver has millions of scanned and indexed social media listings and public records. Online profiles, criminal records, home address history, contact information and even more personal information is provided by Inforver by initiating a simple search on their site. If you want to you keep your personal data personal, Optery can scan and remove your exposed private information from Inforver and over 200 sites like Inforver. You can sign up for a free Exposure Scan that will show you where your personal data is being exposed, or upgrade to one of our paid subscriptions and let our Opt Out Agents help you with your personal data removal.",United States,People Search Site,5,15,Yes,Ultimate,False
18619,InmatesSearcher,https://www.inmatessearcher.com/,https://www.inmatessearcher.com/optOut/name/landing,,,support@inmatessearcher.com,,,,United States,People Search Site,7,4,Yes,Core,False
21026,InstantCheckSpy,http://instantcheckspy.com,https://www.truthfinder.com/privacy-center,,,privacy@truthfinder.com,,,,United States,People Search Site,5,45,Yes,Ultimate,False
20596,IntentMacro,https://intentmacro.com/,https://intentmacro.com/ccpa-privacy/,,,privacy@intentmacro.com,,,,ALL,B2B Lead Generation,7,45,No,Core,False
20679,Intentgine,http://intentgine.com,https://intentgine.com/ccpa-privacy/,,,privacy@intentgine.com,,,,"Belgium,Bulgaria,Croatia,Cyprus,Denmark,Estonia,Finland,France,Germany,Hungary,Ireland,Italy,Latvia,Malta,Netherlands,Iceland,Austria,Czech Republic,Greece,Lithuania,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,United Kingdom,Liechtenstein,Norway,United States",B2B Lead Generation,7,45,No,Core,True
20880,Intranet Quorum,https://www.intranetquorum.com/,,,,privacy@leidos.com,,,,United States,Marketing,0,0,,Core,True
16837,Iowa Arrests,https://www.iowaarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,,,United States,People Search Site,4,3,Yes,Extended,False
21354,IowaCourtRecords.us,https://iowacourtrecords.us/,https://iowacourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,Yes,Extended,False
20892,J.D. Power,https://www.jdpower.com/,https://privacyportal.onetrust.com/webform/5e27ce89-3714-4976-8df7-1d1560e32aa1/d6419967-880f-480f-9935-960045988858,,,jdpowerprivacy@jdpa.com,,,,United States,Marketing,7,45,No,Ultimate,False
20889,KB Synergy,https://kbsynergy.com/,,,,Compliance@KBSynergy.com,,,,United States,B2B Lead Generation,0,0,,Core,False
21090,KWOLD,https://kwold.com/,https://kwold.com/ns/control/privacy,,,erase@kwold.com,,,,United States,People Search Site,4,7,Yes,Ultimate,False
20532,KYC Data,https://www.kycdata.com/,,,,consumers@kycdata.com,,,,United States,Marketing,0,0,,Core,True
16833,Kansas Arrests,https://www.kansasarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,,,United States,People Search Site,4,7,Yes,Extended,False
21364,KansasCourtRecords.us,https://kansascourtrecords.us/,https://kansascourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,Yes,Extended,False
22535,Kaspr.io,https://www.kaspr.io/,https://kaspr.privacy.saymine.io/kaspr,,,privacy@kaspr.io,,,,"Belgium,Bulgaria,Croatia,Cyprus,Denmark,Estonia,Finland,France,Germany,Hungary,Ireland,Italy,Latvia,Luxembourg,Malta,Netherlands,Austria,Czech Republic,Greece,Lithuania,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,United Kingdom,United States",B2B Lead Generation,8,45,No,Ultimate,False
16816,Kentucky Arrests,https://www.kentuckyarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,,,United States,People Search Site,4,7,Yes,Extended,False
21366,KentuckyCourtRecords.us,https://kentuckycourtrecords.us/,https://kentuckycourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,Yes,Extended,False
20589,Key Marketing Advantage,https://keymarketingcorp.com/,,,,privacy@keymarketingadvantage.com,,,,United States,Marketing,0,0,,Core,True
20887,KeyOpinionLeaders,https://www.keyopinionleaders.com/,,,,privacy@keyopinionleaders.com,,,,United States,Marketing,0,0,,Core,True
20888,Keyword Connects,https://keywordconnects.com/,,,,privacy@keywordconnects.com,,,,United States,Marketing,0,0,,Core,True
21176,Kids Live Safe,https://www.kidslivesafe.com/,https://www.kidslivesafe.com/help-center/privacy-requests,https://www.optery.com/kids-live-safe-how-to-opt-out-of-kids-live-safe/,,support@kidslivesafe.com,,,"KidsLiveSafe.com is a data broker that provides anyone access to a searchable database containing over 500 million phone records, 350 million background check records and 750,000 registered offender records. Anyone can search their neighborhoods for threats using the KidsLiveSafe.com website, and, anyone can use the Kids Live Safe website to search for any individual’s personal information on the website. Learn about the different types of internet risks associated with data brokers like KidsLiveSafe.com, and protect your own personal information by opting out.",United States,People Search Site,4,10,No,Extended,False
20886,Komodo Health,https://www.komodohealth.com/,https://komodohealth-privacy.my.onetrust.com/webform/5c3cf8b1-3cf1-422d-84d5-618844b7316f/267fe393-726e-4ba9-87ad-c470e0e554ae,,,trust-and-safety@komodohealth.com,,,,United States,Marketing,7,45,No,Core,True
20588,Lead Me Media,http://www.leadmemedia.com/,,,,CCPA@LeadMeMedia.com,,,,United States,Marketing,0,0,,Core,True
20883,Lead411,https://www.lead411.com/,,,,lead411_privacy@l4mail.com,,,,United States,B2B Lead Generation,0,0,,Core,True
21121,LeadIQ,https://leadiq.com/,https://leadiq.com/request-removal,,,privacy@leadiq.com,,,,"Belgium,Bulgaria,Croatia,Cyprus,Denmark,Estonia,Finland,France,Germany,Hungary,Ireland,Italy,Latvia,Luxembourg,Malta,Netherlands,Austria,Czech Republic,Greece,Lithuania,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,United Kingdom,United States",B2B Lead Generation,0,45,,Core,False
19493,LeadPost,https://leadpost.com/,https://client.leadpost.com/PrivacyRequest,,,delete_mydata@LeadPost.com,,,"Leadpost is a software company marketing to businesses wanting to gather personal information from visitors to their company websites. Leadpost software works by obtaining personal information, such as full names, email addresses, mailing addresses, and other personal data from website visitors without the visitors having to fill out forms or the website owners using cookies.",United States,B2B Lead Generation,8,45,No,Core,False
20860,LeadZod,https://www.leadzod.com,,,,Privacy@leadzod.com,,,,United States,B2B Lead Generation,0,0,,Core,True
20586,Leadership Connect,http://leadershipconnect.io/,,,,privacy@leadershipconnect.io,,,,United States,Marketing,0,0,,Core,True
20881,LeadsMarket.com,https://www.leadsmarket.com/,,,,support@leadsmarket.com,,,,United States,B2B Lead Generation,0,0,,Core,True
20879,Leadspace,https://www.leadspace.com/,,,,compliance_privacy@leadspace.com,,,,United States,B2B Lead Generation,0,0,,Core,True
20877,Lighthouse List,https://www.lighthouselist.com/,,,,privacy@lighthouselist.com,,,,United States,Marketing,0,0,,Core,False
20582,LimeLeads,http://limeleads.com/,,,,privacy@limeleads.com,,,,United States,B2B Lead Generation,0,0,,Core,True
20876,LionShare,https://www.lionsharemarketing.com/,,,,webmaster@lionsharemarketing.com,,,,United States,Marketing,0,0,,Core,True
20580,List Service Direct,http://www.listservicedirect.com,,,,dataremoval@listservicedirect.com,,,,United States,Marketing,0,0,,Core,True
